org,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction
,2100828000 1100030000,7200859000,0.0010723764639335397,0.035249629774792214,0.0010444431738677088,0.973951973951974,27.630133427627328,0.0010066423005348508,37.037369681927146
,4000567000 5300243000 4000579000,4000573000,0.0010771774981636045,0.009109744222719105,0.0010221838333464997,0.9489465153970825,104.1682941031947,0.0010123710218557609,19.408866279827958
,5300243000 4000579000,4000573000,0.0017283723228232874,0.009109744222719105,0.0015594632094564661,0.9022727272727273,99.04479261036971,0.001543718179673919,10.139342152139625
,2100828000 6200708000,7200859000,0.0011740710980794554,0.035249629774792214,0.0011583586224174255,0.9866171003717472,27.989431567797595,0.001116973050880841,72.08829155293915
,5500247000 2100828000,7200859000,0.0011134034837177289,0.035249629774792214,0.0010815420747363905,0.9713837710701686,27.557275843073576,0.0010422950141453767,33.71339992389738
,500581000 6200709000,6200708000,0.0012129158295772515,0.006727994786949742,0.0011072930765158283,0.9129183159409859,135.68951000255962,0.0010991325851374236,11.406210340855644
,2100828000 500581000,7200859000,0.0014446748455921924,0.035249629774792214,0.0014019019951788886,0.9703927492447129,27.529161453453394,0.0013509777417268088,32.58493597393289
,2100828000,7200859000,0.007805608742770625,0.035249629774792214,0.007435056191741086,0.9525273987922165,27.022337677809876,0.0071599113733915405,20.322256326392942
,2100828000 100596000,7200859000,0.0018409783984011682,0.035249629774792214,0.0018252659227391385,0.9914651493598863,28.1269663169315,0.0017603721157721075,113.03658504472118
,6800487000 4000579000,4000573000,0.001196766896257943,0.009109744222719105,0.001097691008055699,0.9172137126185266,100.68490291209886,0.0010867887677365716,11.96925586493966
,4000567000 4000579000 4000595000,4000573000,0.0011483200963000174,0.009109744222719105,0.001069757717989868,0.9315849486887116,102.26247037380037,0.0010592968156267668,14.483512571944598
,4000579000 4200582000,4000573000,0.0014765362545735307,0.009109744222719105,0.0013744051627703365,0.9308306237067692,102.17966618484618,0.0013609542951556,14.325562971344198
,4000567000 4200582000,4000573000,0.0011876012854550922,0.009109744222719105,0.001097691008055699,0.924292539507534,101.46196390480524,0.0010868722641066307,13.088409640630974
,4000579000 4000588000,4000573000,0.0013290135664133613,0.009109744222719105,0.0011976398115725003,0.9011494252873563,98.9214848689109,0.0011855328379139509,10.024122354956212
1000,2100828000,7200859000,0.005618766004229726,0.029720912376971248,0.005494240885242879,0.9778376392800294,32.900660211147844,0.005327246033164462,43.78049341777508
1000,2100828000 100596000,7200859000,0.0014461425420461472,0.029720912376971248,0.0014371987489697439,0.9938154138915319,33.43825388959369,0.00139421807319298,156.886664783356
1000,4000567000 6800487000,4000573000,0.001450958430625749,0.01078552646605968,0.0013181775026452989,0.9084874348032244,84.23208989028848,0.0013025281520906325,10.809602718565191
1000,6800499000 4000579000,4000573000,0.0014117433379061343,0.01078552646605968,0.0012810263621740848,0.9074074074074073,84.13195315619248,0.0012657999670398147,10.683516314166546
1000,6800499000 6800487000 4000579000,4000573000,0.0011159101823020223,0.01078552646605968,0.0010512396785187978,0.9420468557336621,87.34361356380073,0.001039203999713834,17.069211447574997
1000,4000567000 6800499000,4000573000,0.001138613657034431,0.01078552646605968,0.0010505516944359975,0.9226586102719032,85.5459965886099,0.0010382711467034355,12.790234013270851
1000,4000579000 5600476000,4000573000,0.0011248539753784257,0.01078552646605968,0.0010601834715952012,0.9425076452599388,87.38633651550148,0.0010480513292733047,17.206017704553098
1000,5300243000 4000579000,4000573000,0.0020144173944391624,0.01078552646605968,0.0018300376602486926,0.9084699453551912,84.23046832382269,0.0018083111081272781,10.807537233236477
1000,4000567000 5300243000 4000579000,4000573000,0.0012535069988620744,0.01078552646605968,0.0011936523836584517,0.9522502744237102,88.28964236658163,0.0011801326507468338,20.71665253768782
1000,6800487000 4000579000,4000573000,0.001704824557179045,0.01078552646605968,0.0015651637883705922,0.9180790960451977,85.12139847176168,0.001546776357989149,12.075238745897053
1000,4000567000 6800487000 4000579000,4000573000,0.0011482454341936346,0.01078552646605968,0.0010987105802320158,0.956860395446375,88.71707824902762,0.0010863261487119881,22.930541060113118
1000,4000567000 4000579000 3900370000,4000573000,0.0012424992535372702,0.01078552646605968,0.001139301641117231,0.9169435215946843,85.01611158993103,0.0011259006325341455,11.910142261348627
1000,4000567000 4000579000 4000595000,4000573000,0.0013711522770209188,0.01078552646605968,0.001274146521346082,0.9292523833416959,86.15735043309233,0.001259357922173275,13.982301033710229
1000,4000579000 4200582000,4000573000,0.0018651248484715059,0.01078552646605968,0.0017426636817330595,0.934341571375876,86.62920389802936,0.0017225473283173645,15.06606987500287
1000,4000567000 4200582000,4000573000,0.0015025572368357685,0.01078552646605968,0.0013945437358361277,0.9281135531135531,86.05176168582753,0.0013783378649914661,13.760792421644119
1000,4000567000 4000579000 4200582000,4000573000,0.0012913461234160886,0.01078552646605968,0.0012486911102824725,0.9669685668620138,89.65427602490324,0.0012347632624915247,29.94767043263233
1000,6800487000 4200582000,4000573000,0.001231491508212466,0.01078552646605968,0.001131045832123628,0.9184357541899442,85.15446669016241,0.0011177635478690747,12.128040463190095
1000,6800487000 4000579000 4200582000,4000573000,0.0010581195193468003,0.01078552646605968,0.0010285362037863893,0.9720416124837452,90.12463281626576,0.00101712382770622,35.38167116965593
1000,6800487000 4000573000 4200582000,4000579000,0.001131045832123628,0.006268910962475972,0.0010285362037863893,0.9093673965936739,145.05986797976627,0.0010214457781703267,10.964388660252947
1000,4000595000 4200582000,4000573000,0.0012012202085692546,0.01078552646605968,0.0010849508985760106,0.9032073310423826,83.74253532125957,0.001071995106224921,10.219931779824023
1000,4200582000 4000601000,4000573000,0.0012865302348364868,0.01078552646605968,0.0011778287497540456,0.9155080213903743,84.88301653807359,0.0011639528438568308,11.707791553851068
1000,4000579000 4200582000 4000601000,4000573000,0.0011159101823020223,0.01078552646605968,0.0010746311373340067,0.9630086313193589,89.28712328969684,0.0010625954585290428,26.741764601200895
1000,4000573000 4200582000 4000601000,4000579000,0.0011778287497540456,0.006268910962475972,0.0010746311373340067,0.9123831775700936,145.54093733845892,0.0010672474337727542,11.341784162881623
1000,4000579000 4000588000,4000573000,0.0015823633904405987,0.01078552646605968,0.0014392627012181447,0.9095652173913045,84.33201849289046,0.0014221960789916237,10.938429274654162
1000,5600481000 4000579000,4000573000,0.001160629147684039,0.01078552646605968,0.0010643113760920027,0.9170124481327802,85.02250224117209,0.0010517933797023762,11.92003440608399
1000,4000579000 4000576000,4000573000,0.0016429059897270218,0.01078552646605968,0.0014812297302689605,0.9015912897822445,83.59270107207168,0.0014635101242355117,10.052102820421476
1000,4000567000 4000576000 4000579000,4000573000,0.001131045832123628,0.01078552646605968,0.0010629354079264022,0.9397810218978101,87.1335325962205,0.0010507364831697063,16.426955499896916
1000,4000567000 4000579000 4000601000,4000573000,0.0013381290410465064,0.01078552646605968,0.001276210473594483,0.9537275064267352,88.42660665920782,0.0012617780474072728,21.378023900261258
1000,4000579000 4000595000 4000601000,4000573000,0.0011984682722380536,0.01078552646605968,0.0011172861504676228,0.9322617680826636,86.43637109568472,0.0011043600391986664,14.603488244882403
2000,2100828000 200782000,7200859000,0.0012958077114841283,0.03699933521688549,0.0012906140934020277,0.995991983967936,26.919185929410762,0.0012426700695082013,240.2686658633935
2000,7200859000 500581000 6200709000,6200708000,0.0018125727106531493,0.008823957121489114,0.0016541673591490777,0.9126074498567336,103.4238309742289,0.001638173295270693,11.34165373654428
2000,5500247000 500581000 6200709000,6200708000,0.0011997257769652651,0.008823957121489114,0.0011348055509390062,0.9458874458874459,107.19538103646403,0.0011242192221255195,18.31693327239488
2000,5500247000 500581000 6200709000,7200859000,0.0011997257769652651,0.03699933521688549,0.0010802725610769488,0.9004329004329005,24.336461591936047,0.0010358835048866724,9.671876241952154
2000,5500247000 7200859000 500581000 6200709000,6200708000,0.0010802725610769488,0.008823957121489114,0.0010335299983380423,0.9567307692307692,108.42423144836329,0.001023997719579578,22.90717965763666
2000,5500247000 6200708000 500581000 6200709000,7200859000,0.0011348055509390062,0.03699933521688549,0.0010335299983380423,0.9107551487414187,24.61544628849912,0.0009915429473528676,10.790545910518484
2000,5500247000 3300219002 500581000,7200859000,0.0010776757520358983,0.03699933521688549,0.0010075619079275386,0.9349397590361446,25.26909614877252,0.0009676886215228532,14.80167688462935
2000,5500247000 6200708000 500581000,7200859000,0.0012776300481967759,0.03699933521688549,0.0011503864051853083,0.9004065040650405,24.335748163770237,0.0011031149427489103,9.669312797414117
2000,2100828000 500581000,7200859000,0.0018774929366794084,0.03699933521688549,0.0018722993185973076,0.9972337482710926,26.952747729801974,0.0018028333280657714,348.1247403190832
2000,500581000 8700094000,7200859000,0.00123608110353997,0.03699933521688549,0.0011374023599800564,0.9201680672268908,24.86985406178193,0.0010916681808749234,12.06285043254639
2000,2100828000,7200859000,0.00857206664450723,0.03699933521688549,0.008333160212730596,0.9721296576794909,26.274246604188644,0.00801599944544899,34.55288254835914
2000,2100828000 6200708000,7200859000,0.0015035524347681568,0.03699933521688549,0.0014957620076450058,0.994818652849741,26.887473707790644,0.0014401315670948545,185.85912830314442
2000,2100828000 100596000,7200859000,0.0027863761010470333,0.03699933521688549,0.0027656016287186305,0.9925442684063374,26.82600275351345,0.002662507565315673,129.16246416403504
2000,2100828000 8700094000,7200859000,0.0012049193950473657,0.03699933521688549,0.0011997257769652651,0.9956896551724139,26.911014734070363,0.0011551445603585808,223.4161542296893
2000,2100828000 3800955000,7200859000,0.00101794914409174,0.03699933521688549,0.0010127555260096394,0.9948979591836736,26.88961716073291,0.0009750920843936474,188.7481302974964
2000,5500247000 6200709000 7200859000,6200708000,0.0016126184144922718,0.008823957121489114,0.0015009556257271066,0.9307568438003222,105.4806625854557,0.001486725949984303,14.314426107617592
2000,7200859000 100596000 6200709000,6200708000,0.0013685183646335384,0.008823957121489114,0.0012464683397041716,0.9108159392789373,103.22080295027882,0.001234392592334675,11.113824991425
2000,2100828000 6200709000,7200859000,0.001417857736413495,0.03699933521688549,0.0014048736912082433,0.9908424908424908,26.78000793890743,0.0013524138975288258,105.15967259431521
2000,2100828000 6200708000 6200709000,7200859000,0.0012464683397041716,0.03699933521688549,0.0012386779125810204,0.9937499999999999,26.858590679393597,0.0011925594126430711,154.08010636529613
2000,6200709000 8700094000,6200708000,0.0012776300481967759,0.008823957121489114,0.0011503864051853083,0.9004065040650405,102.04112414284825,0.0011391126524228938,9.952216593800546
2000,5500247000 2100828000,7200859000,0.001721684394216387,0.03699933521688549,0.0017112971580521856,0.9939668174962293,26.86445071701207,0.001647595980012893,159.6173601878018
2000,7200859000 3300219002 6200708000,6200709000,0.0011789513046368623,0.00770213561575536,0.0010776757520358983,0.9140969162995595,118.68096874712231,0.0010685953092032135,11.551364882831976
2000,7200859000 3300219002 6200709000,6200708000,0.0011737576865547615,0.008823957121489114,0.0010776757520358983,0.918141592920354,104.05100345335883,0.001067318564538721,12.10842084813749
2000,2100828000 3300219002,7200859000,0.0010958534153232508,0.03699933521688549,0.0010880629882000998,0.9928909952606636,26.835373917949077,0.001047517140337986,135.46209351282656
3000,5500247000 2100828000,7200859000,0.0012393320372650655,0.041818147969862426,0.0012313535048363205,0.9935622317596566,23.75911607744319,0.001179526934318179,148.8375810153476
3000,2100828000,7200859000,0.01150238425144079,0.041818147969862426,0.011225795127244295,0.9759537572254336,23.33804351949746,0.010744786720611329,39.847466442599675
3000,2100828000 100596000,7200859000,0.0027525936879170447,0.041818147969862426,0.002731317601440391,0.9922705314009661,23.728227565603273,0.002616209231298167,123.96477710639779
3000,2100828000 1100030000,7200859000,0.0021861178854761455,0.041818147969862426,0.002167501309809074,0.9914841849148419,23.70942361267138,0.0020760819085946696,112.51792605268274
3000,2100828000 1100030000 100596000,7200859000,0.0010744423670710009,0.041818147969862426,0.0010664638346422558,0.9925742574257426,23.735490585118036,0.0010215326447509914,129.03515607339176
3000,2100828000 1100515000,7200859000,0.001513261650651979,0.041818147969862426,0.001489326053365744,0.984182776801406,23.53482458167895,0.0014260442537416612,60.57838597834982
3000,1100515000 500581000,7200859000,0.0012872032318375357,0.041818147969862426,0.001191460842692595,0.9256198347107438,22.134405267727807,0.001137632387476328,12.882222677294077
3000,2100828000 200405000,7200859000,0.0010451877481656023,0.041818147969862426,0.0010372092157368573,0.9923664122137404,23.730520369503708,0.0009935013998277808,125.52182261594781
3000,1100517000 2100828000,7200859000,0.0012233749724075754,0.041818147969862426,0.001202098885930922,0.9826086956521739,23.49718348025173,0.0011509396103121555,55.09545649173288
3000,1100517000 2100828000 1100515000,7200859000,0.0010558257914039292,0.041818147969862426,0.0010372092157368573,0.9823677581863979,23.491421927493594,0.0009930565365615306,54.34259932228033
3000,1100517000 500581000,7200859000,0.0010957184535476544,0.041818147969862426,0.001023911661688949,0.9344660194174759,22.34594463846004,0.0009780907452651845,14.621145297645095
3000,2100828000 6200708000,7200859000,0.0018802741423742516,0.041818147969862426,0.001869636099135925,0.9943422913719944,23.777769691967197,0.0017910065168262124,169.35864234632763
3000,2100828000 6200709000,7200859000,0.0014733689885082538,0.041818147969862426,0.0014653904560795088,0.9945848375451264,23.78356971384542,0.0014037768937038642,176.94424867489985
3000,2100828000 6200709000,6200708000,0.0014733689885082538,0.009683278857686916,0.0013377339372195878,0.9079422382671479,93.76392558873718,0.0013234668944435942,10.75755810809492
3000,7200859000 6200709000 2100828000,6200708000,0.0014653904560795088,0.009683278857686916,0.0013297554047908427,0.9074410163339383,93.7121639963493,0.0013155656203692318,10.699304183321848
3000,2100828000 6200708000 6200709000,7200859000,0.0013377339372195878,0.041818147969862426,0.0013297554047908427,0.9940357852882704,23.770440192728138,0.0012738138490598874,160.65515719038734
3000,2100828000 6200709000,7200859000 6200708000,0.0014733689885082538,0.003579701549696949,0.0013297554047908427,0.9025270758122743,252.1235536768926,0.0013244811835394043,10.222534172990141
3000,2100828000 200782000,7200859000,0.0011063564967859812,0.041818147969862426,0.0010957184535476544,0.9903846153846153,23.683129537404845,0.0010494526738576396,99.65091261113352
3000,100596000 500581000,7200859000,0.001446773880412437,0.041818147969862426,0.0013669885561249863,0.9448529411764706,22.594327751133523,0.001306487151914967,17.375030916813152
3000,2100828000 500581000,7200859000,0.0023962192394330986,0.041818147969862426,0.0023749431529564453,0.9911209766925639,23.70073819163026,0.002274737702233601,107.91523108489571
3000,1100030000 500581000,7200859000,0.001244651058884229,0.041818147969862426,0.0011648657345967783,0.9358974358974359,22.38017419068678,0.0011128167324455118,14.947636891670149
3000,500581000 6200709000,6200708000,0.0013377339372195878,0.009683278857686916,0.0012552891021225556,0.9383697813121272,96.90620244476564,0.0012423354513710668,16.068687443051076
3000,7200859000 500581000 6200709000,6200708000,0.0011622062237871965,0.009683278857686916,0.0010957184535476544,0.9427917620137299,97.36286395029404,0.0010844644865925838,17.31073628556762
3000,2100828000 700070000,7200859000,0.0011967798643117585,0.041818147969862426,0.0011888013318830134,0.9933333333333334,23.753642414991944,0.0011387542144298724,143.72727780452212
4001,3300053000,2100828000,0.005577350977866261,0.007699964867080454,0.005313854081274154,0.952755905511811,123.73509775156433,0.005270908674693207,21.003684076980118
4001,500581000 3300053000,2100828000,0.0010686263028457665,0.007699964867080454,0.0010686263028457665,1.0,129.8707224334601,0.001060397917857816,inf
4001,1100517000 500581000,1100515000,0.0019323105750087832,0.006484951399461295,0.0018005621267127298,0.9318181818181819,143.68930843422945,0.0017880311865451327,14.571554046141248
7000,1100515000,7200859000,0.05314244115505945,0.7919194370298471,0.049987867022567335,0.9406392694063926,1.1877966689823025,0.007903334940660874,3.5053571761894955
7000,2100828000 1100515000,7200859000,0.021718029604464936,0.7919194370298471,0.021232710507158456,0.9776536312849161,1.234536728826456,0.004033780729393029,9.311605192914305
7000,500581000,7200859000,0.04780393108468818,0.7919194370298471,0.04392137830623635,0.918781725888325,1.1601959529296115,0.006064516113836481,2.56199193157001
7000,1100517000,7200859000,0.04659063334142199,0.7919194370298471,0.04355738898325649,0.9348958333333334,1.1805441180225729,0.006661360856653566,3.19611744722155
7000,1100517000 1100515000,7200859000,0.038582868235865084,0.7919194370298471,0.03627760252365931,0.940251572327044,1.1873071026688367,0.00572307923131626,3.4826115276057172
7000,2100828000,7200859000,0.18988109682115992,0.7919194370298471,0.1838146081048289,0.9680511182108625,1.2224111102028388,0.033444076807606055,6.512921620965768
7000,200782000,7200859000,0.04889589905362776,0.7919194370298471,0.04622664401844213,0.9454094292803971,1.193820210836377,0.007505031166824994,3.811657585316894
7000,100982000,7200859000,0.030939092453288037,0.7919194370298471,0.0294831351613686,0.9529411764705882,1.2033309600843554,0.004981866483546347,4.421711963115744
7000,300313000,7200859000,0.024993933511283668,0.7919194370298471,0.023295316670710994,0.9320388349514565,1.1769364298559681,0.0035021349152937996,3.0617568551322556
7000,5600429000,7200859000,0.09694248968696918,0.7919194370298471,0.08990536277602523,0.9274092615769711,1.1710904142664924,0.013134720918848833,2.866489134709516
7000,2100828000 5600429000,7200859000,0.0393108468818248,0.7919194370298471,0.038825527784518324,0.9876543209876545,1.2471651468638345,0.007694504052697108,16.854525600582612
7000,5900477000,7200859000,0.03967483620480466,0.7919194370298471,0.03676292162096578,0.926605504587156,1.1700754663409436,0.005343647669405482,2.8350976704683326
7000,1100030000,7200859000,0.0294831351613686,0.7919194370298471,0.027299199223489445,0.9259259259259259,1.1692173251848448,0.003950931424623532,2.809087600097064
